,Title,rating,count
1422,SubUrbia (1997),3.6666666666666665,12
386,"Daytrippers, The (1996)",3.6666666666666665,15
1647,"Women, The (1939)",3.6666666666666665,15
575,Funny Face (1957),3.6666666666666665,21
1028,My Family (1995),3.6666666666666665,21
40,Alice in Wonderland (1951),3.6666666666666665,81
1513,Tombstone (1993),3.6666666666666665,108
1261,Rosewood (1997),3.6666666666666665,114
670,Heavenly Creatures (1994),3.6714285714285713,70
1156,Pinocchio (1940),3.6732673267326734,101
642,Grosse Pointe Blank (1997),3.675,160
959,Mediterraneo (1991),3.676470588235294,34
876,Little Women (1994),3.676470588235294,102
1138,"Perfect World, A (1993)",3.68,50
1637,"Wings of the Dove, The (1997)",3.68,75
430,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",3.6818181818181817,22
571,Full Metal Jacket (1987),3.6823529411764704,170
1495,"Time to Kill, A (1996)",3.685344827586207,232
736,In the Bleak Midwinter (1995),3.6875,16
667,Heathers (1989),3.690058479532164,171
534,Flirting With Disaster (1996),3.6904761904761907,42
828,Kundun (1997),3.6904761904761907,42
1154,"Pillow Book, The (1995)",3.6923076923076925,26
1157,Platoon (1986),3.6929133858267718,127
1251,"Rock, The (1996)",3.693121693121693,378
855,Leaving Las Vegas (1995),3.697986577181208,298
517,Field of Dreams (1989),3.69811320754717,212
1498,"Tin Drum, The (Blechtrommel, Die) (1979)",3.7,40
58,"American in Paris, An (1951)",3.7,50
122,Bananas (1971),3.7017543859649122,57
1240,Ridicule (1996),3.7045454545454546,44
1183,"Professional, The (1994)",3.704697986577181,149
1313,Shall We Dance? (1937),3.7058823529411766,17
246,Burnt By the Sun (1994),3.7083333333333335,24
1350,Snow White and the Seven Dwarfs (1937),3.7093023255813953,172
780,Jerry Maguire (1996),3.7109375,384
737,In the Company of Men (1997),3.712121212121212,66
138,Beat the Devil (1954),3.7142857142857144,7
1060,Night Flier (1997),3.7142857142857144,7
1473,"Thieves (Voleurs, Les) (1996)",3.7142857142857144,7
455,Emma (1996),3.7175141242937855,177
797,Jurassic Park (1993),3.7203065134099615,261
245,Bullets Over Broadway (1994),3.7209302325581395,86
752,"Inspector General, The (1949)",3.7222222222222223,18
984,Miracle on 34th Street (1994),3.722772277227723,101
1609,Welcome to the Dollhouse (1995),3.7232142857142856,112
947,Mary Poppins (1964),3.7247191011235956,178
229,Breakfast at Tiffany's (1961),3.7263157894736842,95
885,Looking for Richard (1996),3.727272727272727,55
421,Diva (1981),3.727272727272727,66
230,Breaking the Waves (1996),3.72972972972973,74
661,"Haunted World of Edward D. Wood Jr., The (1995)",3.7333333333333334,15
878,Living in Oblivion (1995),3.740740740740741,27
200,Bob Roberts (1992),3.7411764705882353,85
601,Giant (1956),3.7450980392156863,51
964,Men in Black (1997),3.745874587458746,303
997,Monty Python's Life of Brian (1979),3.7471264367816093,174
12,8 Seconds (1994),3.75,4
72,Angel Baby (1995),3.75,4
645,Guantanamera (1994),3.75,4
832,Lamerica (1994),3.75,4
853,"Leading Man, The (1996)",3.75,4
1553,Two or Three Things I Know About Her (1966),3.75,4
552,Four Days in September (1997),3.75,12
361,"Cry, the Beloved Country (1995)",3.75,24
973,Microcosmos: Le peuple de l'herbe (1996),3.75,24
1556,Ulee's Gold (1997),3.760869565217391,184
1557,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",3.761904761904762,21
643,Groundhog Day (1993),3.7642857142857142,280
566,Fried Green Tomatoes (1991),3.764705882352941,153
1365,"Sound of Music, The (1965)",3.765765765765766,222
484,Face/Off (1997),3.768041237113402,194
374,Dangerous Beauty (1998),3.769230769230769,13
1070,Ninotchka (1939),3.769230769230769,26
919,"Madness of King George, The (1994)",3.769230769230769,91
937,Manhattan (1979),3.769230769230769,91
494,Fantasia (1940),3.7701149425287355,174
1335,Six Degrees of Separation (1993),3.77027027027027,74
432,Down by Law (1986),3.7714285714285714,35
1474,"Thin Blue Line, The (1988)",3.7714285714285714,35
1233,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",3.772727272727273,44
1437,"Sweet Hereafter, The (1997)",3.772727272727273,44
773,Jaws (1975),3.775,280
1326,Short Cuts (1993),3.7761194029850746,67
194,"Blue Angel, The (Blaue Engel, Der) (1930)",3.7777777777777777,18
1005,Mr. Holland's Opus (1995),3.7781569965870307,293
867,"Lion King, The (1994)",3.7818181818181817,220
528,"Fish Called Wanda, A (1988)",3.785425101214575,247
1508,To Live (Huozhe) (1994),3.7857142857142856,14
1536,Trust (1990),3.789473684210526,19
360,Crumb (1994),3.7901234567901234,81
25,"Adventures of Robin Hood, The (1938)",3.791044776119403,67
237,"Bronx Tale, A (1993)",3.7916666666666665,48
309,"City of Lost Children, The (1995)",3.7916666666666665,96
142,Beauty and the Beast (1991),3.792079207920792,202
739,In the Line of Fire (1993),3.7928994082840237,169
373,Dances with Wolves (1990),3.79296875,256
1269,Sabrina (1954),3.796875,64
1543,Twelve Monkeys (1995),3.798469387755102,392
665,Hearts and Minds (1996),3.8,5
1418,Stripes (1981),3.8,5
148,Before the Rain (Pred dozhdot) (1994),3.8,10
1638,Winnie the Pooh and the Blustery Day (1968),3.8,75
425,Donnie Brasco (1997),3.802721088435374,147
333,Contact (1997),3.8035363457760316,509
313,Clerks (1994),3.804054054054054,148
865,Like Water For Chocolate (Como agua para chocolate) (1992),3.804054054054054,148
1379,"Spitfire Grill, The (1996)",3.804123711340206,97
179,"Birds, The (1963)",3.808641975308642,162
36,Aladdin (1992),3.8127853881278537,219
1124,Paris Is Burning (1990),3.814814814814815,27
1397,Star Trek: The Wrath of Khan (1982),3.8155737704918034,244
10,8 1/2 (1963),3.8157894736842106,38
1027,My Fair Lady (1964),3.816,125
1415,"Streetcar Named Desire, A (1951)",3.816326530612245,98
226,Brazil (1985),3.8173076923076925,208
367,Cyrano de Bergerac (1990),3.8181818181818183,66
1315,Shallow Grave (1994),3.8181818181818183,66
658,Harold and Maude (1971),3.8181818181818183,121
206,Bonnie and Clyde (1967),3.819672131147541,122
212,Bound (1996),3.8217054263565893,129
388,Dead Man (1995),3.823529411764706,34
321,Cold Comfort Farm (1995),3.824,125
1322,"Shining, The (1980)",3.825242718446602,206
1441,Swingers (1996),3.828025477707006,157
153,Ben-Hur (1959),3.8306451612903225,124
1238,Richard III (1995),3.831460674157303,89
497,"Farewell to Arms, A (1932)",3.8333333333333335,12
1062,Night on Earth (1991),3.8333333333333335,36
170,"Big Lebowski, The (1998)",3.8333333333333335,42
399,"Deer Hunter, The (1978)",3.8333333333333335,120
446,E.T. the Extra-Terrestrial (1982),3.8333333333333335,300
113,Back to the Future (1985),3.834285714285714,350
547,Forbidden Planet (1956),3.8358208955223883,67
199,"Blues Brothers, The (1980)",3.8366533864541834,251
234,Bringing Up Baby (1938),3.838235294117647,68
293,Chasing Amy (1997),3.8390501319261214,379
1594,Walkabout (1971),3.8461538461538463,26
1301,Seven (Se7en) (1995),3.847457627118644,236
1032,My Left Foot (1989),3.8512396694214877,121
551,Forrest Gump (1994),3.853582554517134,321
1147,Philadelphia (1993),3.854014598540146,137
59,Amistad (1997),3.8548387096774195,124
1217,Rebel Without a Cause (1955),3.8555555555555556,90
222,Braindead (1992),3.857142857142857,14
81,Anne Frank Remembered (1995),3.857142857142857,21
1294,"Secret of Roan Inish, The (1994)",3.859154929577465,71
622,"Good, The Bad and The Ugly, The (1966)",3.8613138686131387,137
715,"Hunt for Red October, The (1990)",3.8634361233480177,227
447,East of Eden (1955),3.864406779661017,59
1486,Three Colors: White (1994),3.864406779661017,59
548,Foreign Correspondent (1940),3.8666666666666667,15
586,"Gay Divorcee, The (1934)",3.8666666666666667,15
1565,Unforgiven (1992),3.868131868131868,182
1098,Once Upon a Time in the West (1969),3.8684210526315788,38
618,Gone with the Wind (1939),3.871345029239766,171
414,Die Hard (1988),3.8724279835390947,243
1265,"Ruling Class, The (1972)",3.875,16
1208,Raising Arizona (1987),3.875,256
400,Delicatessen (1991),3.876923076923077,65
1523,Toy Story (1995),3.8783185840707963,452
1386,Stand by Me (1986),3.881057268722467,227
1524,Trainspotting (1996),3.884,250
583,Gaslight (1944),3.8857142857142857,35
1260,Rosencrantz and Guildenstern Are Dead (1990),3.888888888888889,90
283,"Celluloid Closet, The (1995)",3.892857142857143,56
389,Dead Man Walking (1995),3.8963210702341136,299
1363,Sophie's Choice (1982),3.896551724137931,58
903,Love in the Afternoon (1957),3.9,10
171,Big Night (1996),3.9005847953216373,171
150,Being There (1979),3.9051724137931036,116
1481,This Is Spinal Tap (1984),3.905759162303665,191
1289,Searching for Bobby Fischer (1993),3.9057971014492754,138
317,"Clockwork Orange, A (1971)",3.909502262443439,221
1615,When Harry Met Sally... (1989),3.910344827586207,290
82,Annie Hall (1977),3.911111111111111,180
1520,Touch of Evil (1958),3.911764705882353,34
741,In the Name of the Father (1993),3.911764705882353,102
909,M*A*S*H (1970),3.912621359223301,206
390,Dead Poets Society (1989),3.9163346613545817,251
582,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",3.9166666666666665,24
1241,"Right Stuff, The (1983)",3.917197452229299,157
960,Meet John Doe (1941),3.92,25
1321,Shine (1996),3.9224806201550386,129
1177,Primary Colors (1998),3.923076923076923,13
291,Charade (1963),3.925,40
572,"Full Monty, The (1997)",3.926984126984127,315
457,Enchanted April (1991),3.9285714285714284,70
747,Indiana Jones and the Last Crusade (1989),3.930513595166163,331
88,Apollo 13 (1995),3.931159420289855,276
1375,Spellbound (1945),3.933333333333333,30
1461,"Terminator, The (1984)",3.9335548172757475,301
1310,Shadowlands (1993),3.9358974358974357,78
86,"Apartment, The (1960)",3.9365079365079363,63
224,Brassed Off (1996),3.9375,32
382,"Day the Earth Stood Still, The (1951)",3.9381443298969074,97
1226,"Remains of the Day, The (1993)",3.94,150
890,Lost Horizon (1937),3.9411764705882355,34
922,"Magnificent Seven, The (1954)",3.9421487603305785,121
1480,Thirty-Two Short Films About Glenn Gould (1993),3.9444444444444446,18
1657,Young Frankenstein (1974),3.945,200
152,Belle de jour (1967),3.945945945945946,37
44,Aliens (1986),3.9471830985915495,284
1011,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",3.9479166666666665,96
249,Butch Cassidy and the Sundance Kid (1969),3.949074074074074,216
623,GoodFellas (1990),3.9513274336283186,226
278,Cat on a Hot Tin Roof (1958),3.9516129032258065,62
84,Antonia's Line (1995),3.9565217391304346,69
141,Beautiful Thing (1996),3.9655172413793105,29
1167,"Postino, Il (1994)",3.9672131147540983,183
417,"Die xue shuang xiong (Killer, The) (1989)",3.967741935483871,31
880,Local Hero (1983),3.9682539682539684,63
7,2001: A Space Odyssey (1968),3.969111969111969,259
1216,Rebecca (1940),3.9696969696969697,66
496,Farewell My Concubine (1993),3.9782608695652173,46
1034,My Life as a Dog (Mitt liv som hund) (1985),3.978494623655914,93
1356,Some Like It Hot (1959),3.984375,128
1257,"Room with a View, A (1986)",3.985074626865672,134
1231,Reservoir Dogs (1992),3.9864864864864864,148
825,Kolya (1996),3.9914529914529915,117
1132,Patton (1970),3.9926470588235294,136
1333,Singin' in the Rain (1952),3.9927007299270074,137
337,Cool Hand Luke (1967),3.9939024390243905,164
109,Babe (1995),3.9954337899543377,219
166,"Big Bang Theory, The (1994)",4.0,1
241,Brothers in Trouble (1995),4.0,1
372,"Damsel in Distress, A (1937)",4.0,1
394,Death in Brunswick (1991),4.0,1
404,Desert Winds (1995),4.0,1
500,Farmer & Chase (1995),4.0,1
584,"Gate of Heavenly Peace, The (1995)",4.0,1
662,He Walked by Night (1948),4.0,1
720,I Don't Want to Talk About It (De eso no se habla) (1993),4.0,1
796,Jupiter's Wife (1994),4.0,1
814,Killer: A Journal of Murder (1995),4.0,1
830,Lady of Burlesque (1943),4.0,1
927,Mamma Roma (1962),4.0,1
1087,"Object of My Affection, The (1998)",4.0,1
1367,"Spanish Prisoner, The (1997)",4.0,1
1510,Tokyo Fist (1995),4.0,1
1634,Window to Paris (1994),4.0,1
1635,Wings of Courage (1995),4.0,1
1643,Witness (1985),4.0,1
250,"Butcher Boy, The (1998)",4.0,2
282,Celestial Clockwork (1994),4.0,2
615,Golden Earrings (1947),4.0,2
1058,Nico Icon (1995),4.0,2
368,"Cérémonie, La (1995)",4.0,3
1605,"Wedding Gift, The (1994)",4.0,3
343,Cosi (1996),4.0,4
520,"Fille seule, La (A Single Girl) (1995)",4.0,4
1137,"Perfect Candidate, A (1996)",4.0,4
941,Margaret's Museum (1995),4.0,6
1624,"Whole Wide World, The (1996)",4.0,6
1651,"World of Apu, The (Apur Sansar) (1959)",4.0,6
1648,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",4.0,10
1271,Safe (1995),4.0,13
654,Hard Eight (1996),4.0,15
544,For Whom the Bell Tolls (1943),4.0,20
1175,Priest (1994),4.0,40
908,M (1931),4.0,44
687,His Girl Friday (1940),4.0,56
1636,Wings of Desire (1987),4.0,57
413,Dial M for Murder (1954),4.0,68
441,Duck Soup (1933),4.0,93
1460,Terminator 2: Judgment Day (1991),4.0067796610169495,295
1066,Nikita (La Femme Nikita) (1990),4.0078740157480315,127
1234,Return of the Jedi (1983),4.007889546351085,507
651,Hamlet (1996),4.011111111111111,90
1297,Sense and Sensibility (1995),4.0111940298507465,268
759,It Happened One Night (1934),4.012345679012346,81
1484,Three Colors: Blue (1993),4.015625,64
1502,To Catch a Thief (1955),4.02,50
580,Gandhi (1982),4.02051282051282,195
634,"Great Dictator, The (1940)",4.021739130434782,46
1629,"Wild Bunch, The (1969)",4.023255813953488,43
929,"Man Who Would Be King, The (1975)",4.025,80
173,"Big Sleep, The (1946)",4.027397260273973,73
1416,Strictly Ballroom (1992),4.028846153846154,104
1199,"Quiet Man, The (1952)",4.029850746268656,67
41,Alien (1979),4.034364261168385,291
1035,My Man Godfrey (1936),4.037037037037037,27
570,"Fugitive, The (1993)",4.044642857142857,336
87,Apocalypse Now (1979),4.04524886877828,221
1139,Persuasion (1995),4.045454545454546,44
1617,When We Were Kings (1996),4.045454545454546,44
45,All About Eve (1950),4.045454545454546,66
1517,Top Hat (1935),4.0476190476190474,21
1121,Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.05,20
448,Eat Drink Man Woman (1994),4.05,80
9,"39 Steps, The (1935)",4.0508474576271185,59
883,Lone Star (1996),4.053475935828877,187
297,"Christmas Carol, A (1938)",4.057971014492754,69
1407,"Sting, The (1973)",4.058091286307054,241
1485,Three Colors: Red (1994),4.0602409638554215,83
1190,Pulp Fiction (1994),4.060913705583756,394
1016,Much Ado About Nothing (1993),4.0625,176
1100,Once Were Warriors (1994),4.064516129032258,31
996,Monty Python and the Holy Grail (1974),4.0664556962025316,316
610,Glory (1989),4.076023391812866,171
1644,"Wizard of Oz, The (1939)",4.0772357723577235,246
97,Arsenic and Old Lace (1944),4.078260869565217,115
696,Hoop Dreams (1994),4.094017094017094,117
564,Fresh (1994),4.1,10
848,Laura (1944),4.1,40
1209,Ran (1985),4.1,70
1527,"Treasure of the Sierra Madre, The (1948)",4.1,80
92,Apt Pupil (1998),4.1,160
1189,Psycho (1960),4.100418410041841,239
682,High Noon (1952),4.1022727272727275,88
1253,Roman Holiday (1953),4.102941176470588,68
627,"Graduate, The (1967)",4.104602510460251,239
635,"Great Escape, The (1963)",4.104838709677419,124
628,"Grand Day Out, A (1992)",4.106060606060606,66
776,Jean de Florette (1986),4.109375,64
698,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.111111111111111,9
1082,Notorious (1946),4.115384615384615,52
1148,"Philadelphia Story, The (1940)",4.115384615384615,104
940,Manon of the Spring (Manon des sources) (1986),4.120689655172414,58
1204,Raging Bull (1980),4.120689655172414,116
1456,Taxi Driver (1976),4.1208791208791204,182
762,It's a Wonderful Life (1946),4.121212121212121,231
1008,Mr. Smith Goes to Washington (1939),4.123809523809523,105
13,A Chef in Love (1996),4.125,8
1590,Waiting for Guffman (1996),4.127659574468085,47
815,"Killing Fields, The (1984)",4.132231404958677,121
296,Chinatown (1974),4.136054421768708,147
677,Henry V (1989),4.137096774193548,124
184,Blade Runner (1982),4.138181818181818,275
1476,"Thin Man, The (1934)",4.15,60
225,Braveheart (1995),4.151515151515151,297
1207,Raise the Red Lantern (1991),4.155172413793103,58
498,Fargo (1996),4.155511811023622,508
829,L.A. Confidential (1997),4.161616161616162,297
50,Amadeus (1984),4.163043478260869,276
1178,"Princess Bride, The (1987)",4.172839506172839,324
301,Cinema Paradiso (1988),4.1735537190082646,121
232,"Bridge on the River Kwai, The (1957)",4.175757575757576,165
27,"African Queen, The (1951)",4.184210526315789,152
613,"Godfather: Part II, The (1974)",4.186602870813397,209
26,"Affair to Remember, An (1957)",4.1923076923076925,26
98,As Good As It Gets (1997),4.196428571428571,112
1342,Sling Blade (1996),4.198529411764706,136
507,Faust (1994),4.2,5
1408,Stonewall (1995),4.2,5
1429,Sunset Blvd. (1950),4.2,65
209,"Boot, Das (1981)",4.203980099502488,201
456,"Empire Strikes Back, The (1980)",4.204359673024523,367
926,"Maltese Falcon, The (1941)",4.2101449275362315,138
1131,Paths of Glory (1957),4.212121212121212,33
851,Lawrence of Arabia (1962),4.23121387283237,173
1500,Titanic (1997),4.2457142857142856,350
353,Crossfire (1947),4.25,4
751,"Innocents, The (1961)",4.25,4
804,Kaspar Hauser (1993),4.25,8
1580,Vertigo (1958),4.251396648044692,179
1205,Raiders of the Lost Ark (1981),4.252380952380952,420
433,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.252577319587629,194
936,"Manchurian Candidate, The (1962)",4.259541984732825,131
1314,Shall We Dance? (1996),4.260869565217392,46
621,Good Will Hunting (1997),4.262626262626263,198
1295,Secrets & Lies (1996),4.265432098765432,162
612,"Godfather, The (1972)",4.283292978208232,413
1077,North by Northwest (1959),4.284916201117318,179
1329,"Silence of the Lambs, The (1991)",4.28974358974359,390
1102,One Flew Over the Cuckoo's Nest (1975),4.291666666666667,264
1507,To Kill a Mockingbird (1962),4.292237442922374,219
1354,Some Folks Call It a Sling Blade (1993),4.2926829268292686,41
303,Citizen Kane (1941),4.292929292929293,198
181,Bitter Sugar (Azucar Amargo) (1996),4.333333333333333,3
859,"Letter From Death Row, A (1998)",4.333333333333333,3
1479,"Third Man, The (1949)",4.333333333333333,72
3,12 Angry Men (1957),4.344,125
1398,Star Wars (1977),4.3584905660377355,583
1572,"Usual Suspects, The (1995)",4.385767790262173,267
1215,Rear Window (1954),4.3875598086124405,209
1317,"Shawshank Redemption, The (1994)",4.445229681978798,283
1597,Wallace & Gromit: The Best of Aardman Animation (1996),4.447761194029851,67
273,Casablanca (1942),4.45679012345679,243
1652,"Wrong Trousers, The (1993)",4.466101694915254,118
1281,Schindler's List (1993),4.466442953020135,298
318,"Close Shave, A (1995)",4.491071428571429,112
79,Anna (1996),4.5,2
472,Everest (1998),4.5,2
1357,Some Mother's Son (1996),4.5,2
956,Maya Lin: A Strong Clear Vision (1994),4.5,4
1130,Pather Panchali (1955),4.625,8
30,Aiqing wansui (1994),5.0,1
462,Entertaining Angels: The Dorothy Day Story (1996),5.0,1
633,"Great Day in Harlem, A (1994)",5.0,1
944,Marlene Dietrich: Shadow and Light (1996) ,5.0,1
1359,Someone Else's America (1995),5.0,1
1472,They Made Me a Criminal (1939),5.0,1
1273,"Saint of Fort Washington, The (1993)",5.0,2
1277,Santa with Muscles (1996),5.0,2
1172,Prefontaine (1997),5.0,3
1387,Star Kid (1997),5.0,3
